                                                    Pradiniai duomenys
------------------------------------------------------------------------------------------------------------------------
                  Gamintojas |            Pagaminimo metai |                        Rida |            Filtravimo numeris
------------------------------------------------------------------------------------------------------------------------
                   Chevrolet |                        2010 |                35566.921000 |                          13 |
                   Chevrolet |                        2017 |                51082.695000 |                          55 |
                         GMC |                        2014 |                30682.691000 |                           8 |
                       Dodge |                        2018 |                10515.401000 |                           1 |
                       Volvo |                        2013 |                90485.335000 |                        2584 |
                        Ford |                        2016 |               121759.182000 |                       46368 |
                   Chevrolet |                        2010 |                45750.560000 |                          34 |
                      Toyota |                        2014 |                72495.528000 |                         377 |
                        Ford |                        2011 |               110886.441000 |                       17711 |
                        Ford |                        2011 |               117277.071000 |                       28657 |
                   Chevrolet |                        2011 |                81651.155000 |                         987 |
                  Land Rover |                        2014 |               106548.187000 |                       10946 |
                  Volkswagen |                        2015 |                75853.129000 |                         610 |
                       Acura |                        2012 |                75537.384000 |                         610 |
                     Lincoln |                        2014 |                30270.839000 |                           8 |
                        Audi |                        2016 |                83773.019000 |                        1597 |
                      Toyota |                        2019 |                80504.338000 |                         987 |
                      Suzuki |                        2019 |               116579.963000 |                       28657 |
                       Acura |                        2018 |               116629.155000 |                       28657 |
                  Mitsubishi |                        2013 |                59328.539000 |                         144 |
                  Land Rover |                        2019 |                91760.488000 |                        2584 |
                     Pontiac |                        2015 |               114190.696000 |                       28657 |
                       Isuzu |                        2019 |                71089.111000 |                         377 |
                    Plymouth |                        2016 |                28847.500000 |                           8 |
                      Saturn |                        2014 |                24640.136000 |                           5 |



                                                  Atfiltruoti duomenis
------------------------------------------------------------------------------------------------------------------------
                  Gamintojas |            Pagaminimo metai |                        Rida |            Filtravimo numeris
------------------------------------------------------------------------------------------------------------------------
                       Dodge |                        2018 |                10515.401000 |                           1 |
                      Saturn |                        2014 |                24640.136000 |                           5 |
                         GMC |                        2014 |                30682.691000 |                           8 |
                     Lincoln |                        2014 |                30270.839000 |                           8 |
                    Plymouth |                        2016 |                28847.500000 |                           8 |
                   Chevrolet |                        2010 |                35566.921000 |                          13 |
                   Chevrolet |                        2010 |                45750.560000 |                          34 |
                   Chevrolet |                        2017 |                51082.695000 |                          55 |
                  Mitsubishi |                        2013 |                59328.539000 |                         144 |
                       Isuzu |                        2019 |                71089.111000 |                         377 |
                      Toyota |                        2014 |                72495.528000 |                         377 |
                  Volkswagen |                        2015 |                75853.129000 |                         610 |
                       Acura |                        2012 |                75537.384000 |                         610 |
                      Toyota |                        2019 |                80504.338000 |                         987 |
                   Chevrolet |                        2011 |                81651.155000 |                         987 |
                        Audi |                        2016 |                83773.019000 |                        1597 |
                  Land Rover |                        2019 |                91760.488000 |                        2584 |
                       Volvo |                        2013 |                90485.335000 |                        2584 |
                  Land Rover |                        2014 |               106548.187000 |                       10946 |
                        Ford |                        2011 |               110886.441000 |                       17711 |
                      Suzuki |                        2019 |               116579.963000 |                       28657 |
                        Ford |                        2011 |               117277.071000 |                       28657 |
                     Pontiac |                        2015 |               114190.696000 |                       28657 |
                       Acura |                        2018 |               116629.155000 |                       28657 |
                        Ford |                        2016 |               121759.182000 |                       46368 |



