                                                   Pradiniai duomenys:
------------------------------------------------------------------------------------------------------------------------
                  Gamintojas |            Pagaminimo metai |                        Rida |            Filtravimo numeris
------------------------------------------------------------------------------------------------------------------------
                     Porsche |                        2010 |               146427.387000 |                    24157817 |
                   Chevrolet |                        2010 |                35566.921000 |                           2 |
               Mercedes-Benz |                        2012 |               344558.191000 |                          13 |
                   Chevrolet |                        2017 |                51082.695000 |                           8 |
                   Chevrolet |                        2015 |               371087.911000 |                          34 |
                      Nissan |                        2013 |               268429.671000 |                           0 |
                         GMC |                        2014 |                30682.691000 |                          13 |
                         GMC |                        2013 |               148959.071000 |                           2 |
                       Honda |                        2017 |               280252.419000 |                       10946 |
                  Mitsubishi |                        2017 |               229623.528000 |                    24157817 |
                        Ford |                        2015 |               294886.065000 |                          89 |
                   Chevrolet |                        2016 |               276393.984000 |                    14930352 |
                         GMC |                        2018 |               349375.582000 |                       46368 |
                         GMC |                        2016 |               182622.894000 |                      514229 |
                 Rolls-Royce |                        2011 |               227100.405000 |                     3524578 |
                       Mazda |                        2019 |               260200.465000 |                         987 |
                    Maserati |                        2019 |               195228.309000 |                           3 |
                        Ford |                        2019 |               237723.529000 |                         144 |
                  Land Rover |                        2019 |                91760.488000 |                         610 |
                     Pontiac |                        2015 |               114190.696000 |                           5 |
                       Volvo |                        2011 |               413319.307000 |                         987 |
                   Chevrolet |                        2013 |               195929.932000 |                          34 |
                       Mazda |                        2012 |               300975.000000 |                       46368 |
                       Mazda |                        2015 |               217811.844000 |                       28657 |
                     Lincoln |                        2017 |               419579.661000 |                     2178309 |
                      Saturn |                        2014 |                24640.136000 |                        1597 |
                       Mazda |                        2013 |               336965.662000 |                         610 |
                        Ford |                        2019 |               253777.843000 |                      121393 |
                     Hyundai |                        2010 |               474354.376000 |                    14930352 |
                         BMW |                        2017 |               307232.035000 |                     9227465 |
                       Dodge |                        2018 |                10515.401000 |                           1 |
               Mercedes-Benz |                        2017 |               440400.025000 |                         377 |
                       Volvo |                        2013 |                90485.335000 |                       46368 |
                        Ford |                        2013 |               358739.481000 |                       17711 |
                  Volkswagen |                        2010 |               380678.708000 |                         377 |
                       Mazda |                        2016 |               357117.877000 |                          55 |
                  Land Rover |                        2010 |               392244.148000 |                          55 |
                        Ford |                        2016 |               121759.182000 |                           5 |
                       Lexus |                        2012 |               241113.034000 |                           1 |
                    Infiniti |                        2010 |               432056.845000 |                        4181 |
                  Mitsubishi |                        2013 |               437427.235000 |                    24157817 |
                        Audi |                        2014 |               383976.067000 |                         610 |
                    Chrysler |                        2018 |               441560.683000 |                           5 |
                      Toyota |                        2016 |               332894.320000 |                     5702887 |
                      Suzuki |                        2013 |               316755.367000 |                          89 |
                  Volkswagen |                        2017 |               311942.994000 |                           5 |
                   Chevrolet |                        2010 |                45750.560000 |                      196418 |
                      Toyota |                        2014 |                72495.528000 |                     3524578 |
                         Kia |                        2016 |               363767.314000 |                        2584 |
                    Infiniti |                        2010 |               449345.889000 |                      317811 |
                        Ford |                        2011 |               110886.441000 |                          13 |
                        Ford |                        2011 |               117277.071000 |                    39088169 |
                        Ford |                        2010 |               466663.260000 |                       28657 |
               Mercedes-Benz |                        2013 |               191487.438000 |                        1597 |
                         BMW |                        2012 |               370770.129000 |                          21 |
                         BMW |                        2018 |               246787.586000 |                     1346269 |
                   Chevrolet |                        2014 |               385273.683000 |                     5702887 |
                   Chevrolet |                        2011 |                81651.155000 |                          34 |
                      Nissan |                        2015 |               323698.301000 |                     1346269 |
                   Chevrolet |                        2013 |               438206.196000 |                           8 |
                      Toyota |                        2018 |               281780.902000 |                           1 |
                      Jaguar |                        2013 |               400960.097000 |                          13 |
                       Dodge |                        2016 |               142091.273000 |                         610 |
                  Volkswagen |                        2010 |               193326.841000 |                       17711 |
                      Toyota |                        2018 |               299553.712000 |                         610 |
                  Land Rover |                        2015 |               180341.557000 |                     2178309 |
                         BMW |                        2018 |               446958.771000 |                           1 |
                      Suzuki |                        2014 |               342440.265000 |                        1597 |
                      Toyota |                        2019 |               469215.478000 |                    39088169 |
                        Ford |                        2018 |               306722.270000 |                          55 |
                       Dodge |                        2014 |               493711.854000 |                     3524578 |
                        Audi |                        2016 |                83773.019000 |                         377 |
                    Cadillac |                        2014 |               404168.464000 |                          34 |
                       Dodge |                        2011 |               324118.951000 |                    24157817 |
                        Ford |                        2010 |               172439.699000 |                    63245986 |
                        Ford |                        2013 |               202040.566000 |                           2 |
                       Isuzu |                        2019 |                71089.111000 |                       10946 |
                    Plymouth |                        2016 |                28847.500000 |                       28657 |
                    Cadillac |                        2010 |               305847.369000 |                           3 |
                    Maserati |                        2010 |               278257.689000 |                       46368 |
                     Pontiac |                        2017 |               443275.115000 |                         144 |
                      Toyota |                        2019 |                80504.338000 |                          13 |
                     Bentley |                        2019 |               216174.055000 |                        4181 |
                      Suzuki |                        2019 |               116579.963000 |                           1 |
                      Nissan |                        2017 |               343642.027000 |                        1597 |
                       Acura |                        2018 |               116629.155000 |                     2178309 |
                  Mitsubishi |                        2013 |                59328.539000 |                        2584 |
                       Dodge |                        2012 |               439554.967000 |                     5702887 |
                       Isuzu |                        2011 |               385888.728000 |                         144 |
                    Cadillac |                        2018 |               484447.224000 |                         144 |
                     Mercury |                        2013 |               470384.275000 |                     5702887 |
                  Land Rover |                        2014 |               106548.187000 |                    39088169 |
                  Volkswagen |                        2015 |                75853.129000 |                     5702887 |
                        Ford |                        2011 |               168404.791000 |                           5 |
